"outcome","label","filename"
"Intracranial and extracranial haemorrhage during treatment according to dosage regimen","secondary","14651858.CD000119.pub4"
"Acute ROP, all infants < 2001 g birth weight","primary","14651858.CD000122.pub2"
"Acute ROP, infants < 1000 g birth weight","primary","14651858.CD000122.pub2"
"Acute ROP, infants 1000 to 2000 g birth weight","primary","14651858.CD000122.pub2"
"Poor ROP outcome, all infants < 2001 g birth weight","primary","14651858.CD000122.pub2"
"Poor ROP outcome, infants < 1000 g birth weight","primary","14651858.CD000122.pub2"
"Poor ROP outcome, infants 1000 to 2000 g birth weight","primary","14651858.CD000122.pub2"
"Any stroke within 30 days of operation","secondary","14651858.CD000126.pub5"
"Death within 30 days of operation","secondary","14651858.CD000126.pub5"
"Ipsilateral stroke within 30 days of operation","secondary","14651858.CD000126.pub5"
"Stroke or death within 30 days of operation","secondary","14651858.CD000126.pub5"
"Myocardial infarction within 30 days of operation","secondary","14651858.CD000126.pub5"
"Local haemorrhage","secondary","14651858.CD000126.pub5"
"Sensitivity analysis: random-effects model, local haemorrhage","secondary","14651858.CD000126.pub5"
"Arteries shunted","secondary","14651858.CD000126.pub5"
"Sensitivity analysis: random-effects model, arteries shunted","secondary","14651858.CD000126.pub5"
"Mortality","primary","14651858.CD000144.pub3"
"Bronchopulmonary dysplasia","primary","14651858.CD000144.pub3"
"Chronic lung disease","primary","14651858.CD000144.pub3"
"Bronchopulmonary dysplasia or death","primary","14651858.CD000144.pub3"
"Chronic lung disease or death","primary","14651858.CD000144.pub3"
"Pneumothorax","secondary","14651858.CD000144.pub3"
"Patent ductus arteriosus","secondary","14651858.CD000144.pub3"
"Sepsis","secondary","14651858.CD000144.pub3"
"Necrotizing enterocolitis","secondary","14651858.CD000144.pub3"
"Intraventricular hemorrhage","secondary","14651858.CD000144.pub3"
"Severe intraventricular hemorrhage, Grades 3 or 4","secondary","14651858.CD000144.pub3"
"Retinopathy of prematurity","secondary","14651858.CD000144.pub3"
"Response to treatment","primary","14651858.CD000154.pub3"
"Improvement in MBL (participant assessment)","primary","14651858.CD000154.pub3"
"Adverse events","secondary","14651858.CD000154.pub3"
"MBL (at end of study)","primary","14651858.CD000154.pub3"
"Treatment success (PBAC < 100 at end of treatment or no requirement for alternative treatment )","primary","14651858.CD000154.pub3"
"Satisfaction with treatment","primary","14651858.CD000154.pub3"
"Haemoglobin (at 12 months)","secondary","14651858.CD000154.pub3"
"Quality of life ('very good' self-rated health)","secondary","14651858.CD000154.pub3"
"Quality of life (HRQoL-4)","secondary","14651858.CD000154.pub3"
"MBL (at end of treatment)","primary","14651858.CD000154.pub3"
"Haemoglobin","secondary","14651858.CD000154.pub3"
"Haemoglobin (at end of study)","secondary","14651858.CD000154.pub3"
"Quality of life (HRQoL-4 self-rated health)","secondary","14651858.CD000154.pub3"
"Quality of life (HRQoL-4 impairment or lost days)","secondary","14651858.CD000154.pub3"
"Any stroke (fatal or non-fatal; contralateral, ipsilateral or brainstem; haemorrhage or infarct)","primary","14651858.CD000160.pub4"
"Stroke-related death","secondary","14651858.CD000160.pub4"
"Ipsilateral stroke (fatal or non-fatal; haemorrhage or infarct)","primary","14651858.CD000160.pub4"
"Death from all causes","secondary","14651858.CD000160.pub4"
"Any stroke or death","secondary","14651858.CD000160.pub4"
"Occlusion of operated artery","secondary","14651858.CD000160.pub4"
"Rupture or haemorrhage of endarterectomy site","secondary","14651858.CD000160.pub4"
"Infection of endarterectomy site","secondary","14651858.CD000160.pub4"
"Cranial nerve palsy","secondary","14651858.CD000160.pub4"
"Complications requiring reintervention","secondary","14651858.CD000160.pub4"
"All-cause death","secondary","14651858.CD000160.pub4"
"Restenosis (> 50%) or occlusion of operated artery","secondary","14651858.CD000160.pub4"
"Caesarean section","primary","14651858.CD000161.pub2"
"Perinatal mortality","primary","14651858.CD000161.pub2"
"Puerperal pyrexia","secondary","14651858.CD000161.pub2"
"Wound sepsis","secondary","14651858.CD000161.pub2"
"Blood transfusion","secondary","14651858.CD000161.pub2"
"Scar dehiscence","secondary","14651858.CD000161.pub2"
"Perinatal asphyxia","secondary","14651858.CD000161.pub2"
"Admission to special care baby units","secondary","14651858.CD000161.pub2"
"Postoperative adhesions","primary","14651858.CD000163.pub2"
"Wound infection","secondary","14651858.CD000163.pub2"
"Uterine dehiscence","secondary","14651858.CD000163.pub2"
"Numbers of narcotic analgesics required","secondary","14651858.CD000163.pub2"
"Additional analgesia after 24-48 hours","secondary","14651858.CD000163.pub2"
"Infectious morbidity","secondary","14651858.CD000163.pub2"
"Endometritis","secondary","14651858.CD000163.pub2"
"Operating time (minutes)","secondary","14651858.CD000163.pub2"
"Postoperative days in hospital","secondary","14651858.CD000163.pub2"
"Chronic pelvic pain","secondary","14651858.CD000163.pub2"
"Pain at 6 weeks postpartum","secondary","14651858.CD000163.pub2"
"Secondary infertility","secondary","14651858.CD000163.pub2"
"Blood transfusion > 1 unit (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Maternal death (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Intervention for postpartum haemorrhage (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Readmission to hospital within 6 weeks (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Adhesion formation","secondary","14651858.CD000163.pub2"
"Postoperative fever","secondary","14651858.CD000163.pub2"
"Postoperative pain","secondary","14651858.CD000163.pub2"
"Mobilisation time in hours (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Time to oral intake in hours (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Drop in haemoglobin g/dL (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Blood loss (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Time to flatus (not prespecified outcome)","secondary","14651858.CD000163.pub2"
"Wound pain, day 1 (visual analogue score)","secondary","14651858.CD000163.pub2"
"Persistent abdominal pain after 8 months (numerical rating scale)","primary","14651858.CD000163.pub2"
"Urinary frequency at 8 weeks","secondary","14651858.CD000163.pub2"
"Urgency of urination","secondary","14651858.CD000163.pub2"
"Stress incontinence","secondary","14651858.CD000163.pub2"
"Perinatal/neonatal death or severe neonatal morbidity","primary","14651858.CD000166.pub2"
"Death or neurodevelopmental delay at age 2 years","primary","14651858.CD000166.pub2"
"Perinatal/neonatal mortality (excluding fatal malformations)","secondary","14651858.CD000166.pub2"
"5 minute Apgar < 7","secondary","14651858.CD000166.pub2"
"5 minute Apgar < 4","secondary","14651858.CD000166.pub2"
"Cord blood pH < 7.0","secondary","14651858.CD000166.pub2"
"Cord blood base deficit =/> 15","secondary","14651858.CD000166.pub2"
"Birth trauma, as defined by trial authors","secondary","14651858.CD000166.pub2"
"Brachial plexus injury","secondary","14651858.CD000166.pub2"
"Infant medical problems at 2 years","secondary","14651858.CD000166.pub2"
"Neurodevelopmental delay at age 2 years","secondary","14651858.CD000166.pub2"
"Caesarean section","secondary","14651858.CD000166.pub2"
"Short-term maternal morbidity","secondary","14651858.CD000166.pub2"
"Woman not satisfied","secondary","14651858.CD000166.pub2"
"Postnatal depression at 3 months, as defined by trial authors","secondary","14651858.CD000166.pub2"
"Not breastfeeding at 3 months","secondary","14651858.CD000166.pub2"
"Perineal pain at 3 months","secondary","14651858.CD000166.pub2"
"Abdominal pain at 3 months","secondary","14651858.CD000166.pub2"
"Backache after at 3 months","secondary","14651858.CD000166.pub2"
"Any pain after at 3 months","secondary","14651858.CD000166.pub2"
"Dyspareunia at 3 months","secondary","14651858.CD000166.pub2"
"Urinary incontinence at 3 months","secondary","14651858.CD000166.pub2"
"Flatus incontinence at 3 months","secondary","14651858.CD000166.pub2"
"Faecal incontinence at 3 months","secondary","14651858.CD000166.pub2"
"Headache at 2 years","secondary","14651858.CD000166.pub2"
"Perineal pain at 2 years","secondary","14651858.CD000166.pub2"
"Back pain at 2 years","secondary","14651858.CD000166.pub2"
"Sexual problems at 2 years","secondary","14651858.CD000166.pub2"
"Painful intercourse at 2 years","secondary","14651858.CD000166.pub2"
"Urinary incontinence at 2 years","secondary","14651858.CD000166.pub2"
"Flatus incontinence at 2 years","secondary","14651858.CD000166.pub2"
"Faecal incontinence at 2 years","secondary","14651858.CD000166.pub2"
"Constipation at 2 years","secondary","14651858.CD000166.pub2"
"Haemorrhoids at 2 years","secondary","14651858.CD000166.pub2"
"Subsequent birth or pregnant at 2 years","secondary","14651858.CD000166.pub2"
"Subsequent caesarean section at 2 years","secondary","14651858.CD000166.pub2"
"Painful menstrual periods at 2 years","secondary","14651858.CD000166.pub2"
"Heavy menstrual periods at 2 years","secondary","14651858.CD000166.pub2"
"Depression at 2 years","secondary","14651858.CD000166.pub2"
"Difficulty caring for child at 2 years","secondary","14651858.CD000166.pub2"
"Relationship with partner unhappy at 2 years","secondary","14651858.CD000166.pub2"
"Unhappy with sexual relations at 2 years","secondary","14651858.CD000166.pub2"
"Estimated cost of intervention (in Canadian dollars)","secondary","14651858.CD000166.pub2"
"Pre-eclampsia","primary","14651858.CD000179.pub3"
"Eclampsia","secondary","14651858.CD000179.pub3"
"Dental decay (increase in decayed, missing or filled teeth)","secondary","14651858.CD000179.pub3"
"Breastmilk production (g/kg/day)","secondary","14651858.CD000179.pub3"
"Mean birthweight (kg)","secondary","14651858.CD000179.pub3"
"Low Apgar score at 1 minute","secondary","14651858.CD000179.pub3"
"Low Apgar score at 5 minutes","secondary","14651858.CD000179.pub3"
"Cephalic presentation at birth (primary)","primary","14651858.CD000184.pub4"
"Failure to achieve cephalic vaginal birth (composite outcome: caesarean section + vaginal breech birth)","primary","14651858.CD000184.pub4"
"Caesarean section (primary)","primary","14651858.CD000184.pub4"
"Fetal bradycardia (primary)","primary","14651858.CD000184.pub4"
"Failed external cephalic version","secondary","14651858.CD000184.pub4"
"Difficult external cephalic version","secondary","14651858.CD000184.pub4"
"Maternal palpitations","secondary","14651858.CD000184.pub4"
"Maternal headaches","secondary","14651858.CD000184.pub4"
"Maternal hypotension","secondary","14651858.CD000184.pub4"
"Operative vaginal birth","secondary","14651858.CD000184.pub4"
"Perinatal mortality","secondary","14651858.CD000184.pub4"
"Vaginal breech birth","secondary","14651858.CD000184.pub4"
"Apgar < 7 at 5 minutes (not prespecified)","secondary","14651858.CD000184.pub4"
"Neonatal seizures (not prespecified)","secondary","14651858.CD000184.pub4"
"Admission to neonatal unit (not prespecified)","secondary","14651858.CD000184.pub4"
"Birth trauma (not prespecified)","secondary","14651858.CD000184.pub4"
"Maternal flushing (not prespecified)","secondary","14651858.CD000184.pub4"
"Admissions to neonatal unit (not prespecified)","secondary","14651858.CD000184.pub4"
"Placental abruption (not prespecified)","secondary","14651858.CD000184.pub4"
"Maternal discomfort (not prespecified)","secondary","14651858.CD000184.pub4"
"Pain score (0-10 scale, lowest best) (non-prespecified)","secondary","14651858.CD000184.pub4"
"Maternal satisfaction score (lower score worst) (non-prespecified)","secondary","14651858.CD000184.pub4"
"Nausea and vomiting (non-prespecified)","secondary","14651858.CD000184.pub4"
"Dizziness (non-prespecified)","secondary","14651858.CD000184.pub4"
"Drowsiness (non-prespecified)","secondary","14651858.CD000184.pub4"
"Failed ECV","secondary","14651858.CD000184.pub4"
"Good pain relief (higher scores better) (non-prespecified)","secondary","14651858.CD000184.pub4"
"Failed external cephalic version (after first round of attempts)","secondary","14651858.CD000184.pub4"
"Death from all causes within 30 days of surgery","primary","14651858.CD000190.pub4"
"Stroke-related death within 30 days of surgery (best-case)","primary","14651858.CD000190.pub4"
"Stroke-related death within 30 days of surgery (worst-case)","primary","14651858.CD000190.pub4"
"Any stroke during surgery (best-case)","secondary","14651858.CD000190.pub4"
"Any stroke during surgery (worst-case)","primary","14651858.CD000190.pub4"
"Any stroke within 24 hours of surgery","secondary","14651858.CD000190.pub4"
"Any stroke within 30 days of surgery","primary","14651858.CD000190.pub4"
"Ipsilateral stroke during surgery (best-case)","secondary","14651858.CD000190.pub4"
"Ipsilateral stroke during surgery (worst-case)","secondary","14651858.CD000190.pub4"
"Ipsilateral stroke within 30 days of surgery (best-case)","primary","14651858.CD000190.pub4"
"Ipsilateral stroke within 30 days of surgery (worst-case)","primary","14651858.CD000190.pub4"
"Stroke or death within 30 days of surgery (best-case)","primary","14651858.CD000190.pub4"
"Stroke or death within 30 days of surgery (worst-case)","primary","14651858.CD000190.pub4"
"Haemorrhage from operation site","secondary","14651858.CD000190.pub4"
"Infection of operation site","secondary","14651858.CD000190.pub4"
"Nerve palsy postoperatively","secondary","14651858.CD000190.pub4"
"Poor outcome by the end of scheduled follow-up","primary","14651858.CD000197.pub4"
